id_escola,codigo_inep,nome_canonico,tipo_ficha,assessora_gerencial_2026,status_geracao,mensagem_erro,arquivo_html,html_existe,arquivo_grafico_operacional,grafico_operacional_existe,arquivo_grafico_participacao,grafico_participacao_existe,arquivo_grafico_proficiencia,grafico_proficiencia_existe
ESC_028,43177018,EMEF MIGRANTES,OPERACIONAL,nathalia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_028_emef-migrantes.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_028_emef-migrantes_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_028_emef-migrantes_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_028_emef-migrantes_proficiencia.png,TRUE
ESC_029,43293069,EMEF MORADAS DA HIPICA,OPERACIONAL,amanda,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_029_emef-moradas-da-hipica.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_029_emef-moradas-da-hipica_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_029_emef-moradas-da-hipica_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_029_emef-moradas-da-hipica_proficiencia.png,TRUE
ESC_030,43177034,EMEF MORRO DA CRUZ,OPERACIONAL,andreia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_030_emef-morro-da-cruz.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_030_emef-morro-da-cruz_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_030_emef-morro-da-cruz_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_030_emef-morro-da-cruz_proficiencia.png,TRUE
ESC_031,43177042,EMEF NEUSA GOULART BRIZOLA,OPERACIONAL,julia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_031_emef-neusa-goulart-brizola.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_031_emef-neusa-goulart-brizola_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_031_emef-neusa-goulart-brizola_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_031_emef-neusa-goulart-brizola_proficiencia.png,TRUE
ESC_032,43105513,EMEF NOSSA SENHORA DE FATIMA,OPERACIONAL,amanda,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_032_emef-nossa-senhora-de-fatima.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_032_emef-nossa-senhora-de-fatima_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_032_emef-nossa-senhora-de-fatima_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_032_emef-nossa-senhora-de-fatima_proficiencia.png,TRUE
ESC_033,43204643,EMEF NOSSA SENHORA DO CARMO,OPERACIONAL,amanda,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_033_emef-nossa-senhora-do-carmo.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_033_emef-nossa-senhora-do-carmo_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_033_emef-nossa-senhora-do-carmo_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_033_emef-nossa-senhora-do-carmo_proficiencia.png,TRUE
ESC_034,43105521,EMEF PEPITA DE LEAO,OPERACIONAL,nathalia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_034_emef-pepita-de-leao.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_034_emef-pepita-de-leao_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_034_emef-pepita-de-leao_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_034_emef-pepita-de-leao_proficiencia.png,TRUE
ESC_035,43048200,EMEF PORTO NOVO,OPERACIONAL,marian,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_035_emef-porto-novo.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_035_emef-porto-novo_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_035_emef-porto-novo_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_035_emef-porto-novo_proficiencia.png,TRUE
ESC_036,43108563,EMEF PRES JOAO BELCHIOR MARQUES GOULART,OPERACIONAL,marian,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_036_emef-pres-joao-belchior-marques-goulart.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_036_emef-pres-joao-belchior-marques-goulart_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_036_emef-pres-joao-belchior-marques-goulart_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_036_emef-pres-joao-belchior-marques-goulart_proficiencia.png,TRUE
ESC_037,43105530,EMEF PRESIDENTE VARGAS,OPERACIONAL,eliane,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_037_emef-presidente-vargas.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_037_emef-presidente-vargas_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_037_emef-presidente-vargas_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_037_emef-presidente-vargas_proficiencia.png,TRUE
ESC_038,43109195,EMEF PROF ANA IRIS DO AMARAL,OPERACIONAL,eliane,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_038_emef-prof-ana-iris-do-amaral.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_038_emef-prof-ana-iris-do-amaral_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_038_emef-prof-ana-iris-do-amaral_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_038_emef-prof-ana-iris-do-amaral_proficiencia.png,TRUE
ESC_039,43172490,EMEF PROF ANISIO TEIXEIRA,OPERACIONAL,andreia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_039_emef-prof-anisio-teixeira.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_039_emef-prof-anisio-teixeira_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_039_emef-prof-anisio-teixeira_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_039_emef-prof-anisio-teixeira_proficiencia.png,TRUE
ESC_040,43109071,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,OPERACIONAL,ruti,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_040_emef-prof-gilberto-jorge-goncalves-da-silva.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_040_emef-prof-gilberto-jorge-goncalves-da-silva_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_040_emef-prof-gilberto-jorge-goncalves-da-silva_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_040_emef-prof-gilberto-jorge-goncalves-da-silva_proficiencia.png,TRUE
ESC_041,43109055,EMEF PROF JUDITH MACEDO DE ARAUJO,OPERACIONAL,graziela,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_041_emef-prof-judith-macedo-de-araujo.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_041_emef-prof-judith-macedo-de-araujo_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_041_emef-prof-judith-macedo-de-araujo_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_041_emef-prof-judith-macedo-de-araujo_proficiencia.png,TRUE
ESC_042,43109098,EMEF PROF LARRY JOSE RIBEIRO ALVES,OPERACIONAL,amanda,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_042_emef-prof-larry-jose-ribeiro-alves.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_042_emef-prof-larry-jose-ribeiro-alves_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_042_emef-prof-larry-jose-ribeiro-alves_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_042_emef-prof-larry-jose-ribeiro-alves_proficiencia.png,TRUE
ESC_043,43293050,EMEF RINCAO,OPERACIONAL,jalize,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_043_emef-rincao.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_043_emef-rincao_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_043_emef-rincao_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_043_emef-rincao_proficiencia.png,TRUE
ESC_044,43167179,EMEF SAINT HILAIRE,OPERACIONAL,andreia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_044_emef-saint-hilaire.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_044_emef-saint-hilaire_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_044_emef-saint-hilaire_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_044_emef-saint-hilaire_proficiencia.png,TRUE
ESC_045,43167535,EMEF SAO PEDRO,OPERACIONAL,marian,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_045_emef-sao-pedro.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_045_emef-sao-pedro_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_045_emef-sao-pedro_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_045_emef-sao-pedro_proficiencia.png,TRUE
ESC_046,43107842,EMEF SEN ALBERTO PASQUALINI,OPERACIONAL,julia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_046_emef-sen-alberto-pasqualini.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_046_emef-sen-alberto-pasqualini_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_046_emef-sen-alberto-pasqualini_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_046_emef-sen-alberto-pasqualini_proficiencia.png,TRUE
ESC_047,43189253,EMEF TIMBAUVA,OPERACIONAL,nathalia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_047_emef-timbauva.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_047_emef-timbauva_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_047_emef-timbauva_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_047_emef-timbauva_proficiencia.png,TRUE
ESC_048,43172482,EMEF VER ANTONIO GIUDICE,OPERACIONAL,clarissa,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_048_emef-ver-antonio-giudice.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_048_emef-ver-antonio-giudice_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_048_emef-ver-antonio-giudice_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_048_emef-ver-antonio-giudice_proficiencia.png,TRUE
ESC_049,43109080,EMEF VER CARLOS PESSOA DE BRUM,OPERACIONAL,priscila,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_049_emef-ver-carlos-pessoa-de-brum.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_049_emef-ver-carlos-pessoa-de-brum_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_049_emef-ver-carlos-pessoa-de-brum_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_049_emef-ver-carlos-pessoa-de-brum_proficiencia.png,TRUE
ESC_050,43109101,EMEF VER MARTIM ARANHA,OPERACIONAL,priscila,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_050_emef-ver-martim-aranha.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_050_emef-ver-martim-aranha_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_050_emef-ver-martim-aranha_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_050_emef-ver-martim-aranha_proficiencia.png,TRUE
ESC_051,43175120,EMEF VILA MONTE CRISTO,OPERACIONAL,graziela,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_051_emef-vila-monte-cristo.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_051_emef-vila-monte-cristo_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_051_emef-vila-monte-cristo_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_051_emef-vila-monte-cristo_proficiencia.png,TRUE
ESC_052,43173721,EMEF WENCESLAU FONTOURA,OPERACIONAL,eliane,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_052_emef-wenceslau-fontoura.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_052_emef-wenceslau-fontoura_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_052_emef-wenceslau-fontoura_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_052_emef-wenceslau-fontoura_proficiencia.png,TRUE
ESC_053,43105246,EMEM EMILIO MEYER,OPERACIONAL,ruti,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_053_emem-emilio-meyer.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_053_emem-emilio-meyer_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_053_emem-emilio-meyer_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_053_emem-emilio-meyer_proficiencia.png,TRUE
ESC_054,43106668,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,OPERACIONAL,julia,SUCESSO,,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/html/ESC_054_esc-est-ens-fun-professora-leopolda-barnewitz.html,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_054_esc-est-ens-fun-professora-leopolda-barnewitz_dimensoes_operacionais.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_054_esc-est-ens-fun-professora-leopolda-barnewitz_participacao.png,TRUE,C:/Users/juanb/OneDrive/_prefPOA_/SMED/_indicadores/estudo_descritivo/resultados/fichas_escolas/transacoes/execucao_20260729_233939/candidatos/graficos/ESC_054_esc-est-ens-fun-professora-leopolda-barnewitz_proficiencia.png,TRUE
