caminho_relativo,tamanho_candidato,md5_candidato,sha256_candidato,tamanho_promovido,md5_promovido,sha256_promovido,existe_candidato,existe_promovido,tamanho_identico,md5_identico,sha256_identico,aprovado
05_tabelas/anexos/A08_escolas_institucionais_nao_operacionais.csv,1251,c4a82a726922395e0492656becc38a73,cb089764d596f04469efcffc5696d3d489427eb436190bc59cb7ff648b6899c9,1251,c4a82a726922395e0492656becc38a73,cb089764d596f04469efcffc5696d3d489427eb436190bc59cb7ff648b6899c9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
05_tabelas/corpo/T01_universos_cobertura_estudo.csv,600,509ff1bd5ea0718ad32f3ae77e635e09,4617c8fd53fbd1f30c89fb8517af8d5a16999a2cfce66a73572b2831c060fac7,600,509ff1bd5ea0718ad32f3ae77e635e09,4617c8fd53fbd1f30c89fb8517af8d5a16999a2cfce66a73572b2831c060fac7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
05_tabelas/corpo/T02_perfil_estrutural_universo_institucional.csv,1022,2e3125073f5a5e86c57a39475846360f,eeb7d6cdefe251b67c7a10eaba8110d5c6121b8074c22ede2a6a7fb43d25ee0e,1022,2e3125073f5a5e86c57a39475846360f,eeb7d6cdefe251b67c7a10eaba8110d5c6121b8074c22ede2a6a7fb43d25ee0e,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
05_tabelas/corpo/T03_participacao_composicao_resultados_por_ano.csv,1433,ec4a37c8f360ccb74801e5607528b7a1,0432f338395273381627236083d9361e3d322ee3e9dd4edb3ec3b504483d3b8c,1433,ec4a37c8f360ccb74801e5607528b7a1,0432f338395273381627236083d9361e3d322ee3e9dd4edb3ec3b504483d3b8c,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
05_tabelas/corpo/T04_sintese_nao_ordinal_carteiras_operacionais.csv,2752,f171c224d0b7fabe0617374d4994fe6e,249142302bc7711f602cfcdd8230bf59311bf36e4dc6931ba93c33541c9296f3,2752,f171c224d0b7fabe0617374d4994fe6e,249142302bc7711f602cfcdd8230bf59311bf36e4dc6931ba93c33541c9296f3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
05_tabelas/corpo/T05_dimensoes_operacionais_carteiras.csv,926,1180c454cf2d92d2658572193e6f5fb3,a4fd052d36440c3321386661154909d7ca93f9111454927f7efc78b294132544,926,1180c454cf2d92d2658572193e6f5fb3,a4fd052d36440c3321386661154909d7ca93f9111454927f7efc78b294132544,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
05_tabelas/corpo/T06_cautelas_metodologicas.csv,940,fa5421007a31a68989f84ea785f30e9d,03cad1205cfd84412f6401c918aed5ae2c0aac6461b8e3cbd1fe4394c82a5e43,940,fa5421007a31a68989f84ea785f30e9d,03cad1205cfd84412f6401c918aed5ae2c0aac6461b8e3cbd1fe4394c82a5e43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
06_graficos/G01_universos_estudo.png,103099,715b9ca8579811227bd4fd7ce4b943e8,c060a7c2a715d182df5f1f032d2a007f7fed01407e8ab20eb5c2e75143f0e75a,103099,715b9ca8579811227bd4fd7ce4b943e8,c060a7c2a715d182df5f1f032d2a007f7fed01407e8ab20eb5c2e75143f0e75a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
06_graficos/G02_composicao_institucional_rede.png,116336,5f7d36856d720bbbf8a84877446bfd54,7140cbd27b8d29bfb2743082dcb0a3c27a4c8929f82fa754f401a190dc6527d1,116336,5f7d36856d720bbbf8a84877446bfd54,7140cbd27b8d29bfb2743082dcb0a3c27a4c8929f82fa754f401a190dc6527d1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
06_graficos/G03_participacao_por_ano_escolar.png,97950,1ffa601c3d080fe40320e0b5f8f3575d,53a27688ef5ecbcded34a5959408d939a11175288a6ea0c21e06e00f7ea68f08,97950,1ffa601c3d080fe40320e0b5f8f3575d,53a27688ef5ecbcded34a5959408d939a11175288a6ea0c21e06e00f7ea68f08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
06_graficos/G04_participacao_proficiencia_observada.png,116171,bca8807a76e2f9f9927b848020d6adf4,171b657fc14a84b59e5d487674de8696275fefdaac5d41e15c981e004cc6f603,116171,bca8807a76e2f9f9927b848020d6adf4,171b657fc14a84b59e5d487674de8696275fefdaac5d41e15c981e004cc6f603,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
06_graficos/G05_extensao_intensidade_carteiras.png,180913,259d5ee415f12c3f2dae0d1778e8aedd,1456db88d4a3e54633f94d6f84243221828455e5e1753bb25ff5a295b8ff1077,180913,259d5ee415f12c3f2dae0d1778e8aedd,1456db88d4a3e54633f94d6f84243221828455e5e1753bb25ff5a295b8ff1077,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
06_graficos/G06_dimensoes_operacionais_carteiras.png,236291,dd54e175649b07a7e1bb3ff0ab0ab332,204163af9d1c19b255c8b4d9707e641230c5010e442b15c3fa2d2d517a84b6f5,236291,dd54e175649b07a7e1bb3ff0ab0ab332,204163af9d1c19b255c8b4d9707e641230c5010e442b15c3fa2d2d517a84b6f5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_15/base_analitica_final_escola_serie.csv,629573,8c284e904dcf61c705d17de57ee4c615,5ec919b5ec9516d59b339c0854454a2ee1a44370c219c278366ed2e1690f39c6,629573,8c284e904dcf61c705d17de57ee4c615,5ec919b5ec9516d59b339c0854454a2ee1a44370c219c278366ed2e1690f39c6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_15/base_analitica_final_escola_serie.rds,54652,ae935fe3d6e769d592d88c4c23e84a30,7a7066e07040f11b137a59668c3c57f54dfe1b5df43ac170ac892ac7bad7c312,54652,ae935fe3d6e769d592d88c4c23e84a30,7a7066e07040f11b137a59668c3c57f54dfe1b5df43ac170ac892ac7bad7c312,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_15/dim_escola_final.csv,103886,4a3874f0287ce16372de4413dfee080c,29ba9bbae2b31f4e84ea67e7f790a9d0786fe20f06a0dffa23e28fd83d6d96e6,103886,4a3874f0287ce16372de4413dfee080c,29ba9bbae2b31f4e84ea67e7f790a9d0786fe20f06a0dffa23e28fd83d6d96e6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_15/dim_escola_final.rds,15706,39c8f106912fdbcef99caf0434ef11e2,c743b3dae099ee12ca789895ae8844212cfe83e0dcb4fd5220b29a30e27b6e38,15706,39c8f106912fdbcef99caf0434ef11e2,c743b3dae099ee12ca789895ae8844212cfe83e0dcb4fd5220b29a30e27b6e38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_16/perfil_escola_completo.csv,151420,8ad85d621421acf672af7ee07c8d1f57,5ec89d651afb5bac92124952e3107694a60d72458f145241e762bc28c36c4114,151420,8ad85d621421acf672af7ee07c8d1f57,5ec89d651afb5bac92124952e3107694a60d72458f145241e762bc28c36c4114,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_16/perfil_escola_completo.rds,30077,1f149a0b968bd3b0d0f43a9e3e0c4ef1,58fa06fb08b576cd92a23fc21affb304d098b8019e873186558e5f0a1bd5fe1a,30077,1f149a0b968bd3b0d0f43a9e3e0c4ef1,58fa06fb08b576cd92a23fc21affb304d098b8019e873186558e5f0a1bd5fe1a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_16/perfil_escola_gerencial.csv,96095,35e75d94b2f8b6e84a5a51708afb76e6,cd311e81380eb830b474c5f020545fb0123af585c1a49a775d618272148eadc7,96095,35e75d94b2f8b6e84a5a51708afb76e6,cd311e81380eb830b474c5f020545fb0123af585c1a49a775d618272148eadc7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_16/perfil_escola_gerencial.rds,22605,ba49b4fe72596f4b0c16b7dc7f830646,067994c0053930ac0577e4d3631debb345df54fa84b01d1604c3bfd73ea05a9a,22605,ba49b4fe72596f4b0c16b7dc7f830646,067994c0053930ac0577e4d3631debb345df54fa84b01d1604c3bfd73ea05a9a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_16/perfil_escola_serie_compacto.csv,247852,9ddb99063daea52ac4efa712fd9fad8b,a6eba33d6b688c10a6a80ca95f5cb75499761ad12bd0edbb3c51e85502e32725,247852,9ddb99063daea52ac4efa712fd9fad8b,a6eba33d6b688c10a6a80ca95f5cb75499761ad12bd0edbb3c51e85502e32725,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_16/perfil_escola_serie_compacto.rds,33017,116a2d0c97085a90aac716d911f75c89,ae79d29f302b746aa247f8c1d40de55211f620e22366d3f63f1018488d70fccb,33017,116a2d0c97085a90aac716d911f75c89,ae79d29f302b746aa247f8c1d40de55211f620e22366d3f63f1018488d70fccb,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_17/componentes_educacionais_escola_serie.csv,100732,c6a452965a7398de2ea6892e1113a833,87d7de37bc6354b5f939ecfb8074b179e972a4317754894fe8624df7cf16189d,100732,c6a452965a7398de2ea6892e1113a833,87d7de37bc6354b5f939ecfb8074b179e972a4317754894fe8624df7cf16189d,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_17/componentes_educacionais_escola_serie.rds,17332,37996354b10460a4d2bcc3969a7ed667,5abd95786b44a9326f4e3a1712c30b0bafe6f7e22e1d3971d8e6ed820ad5a99a,17332,37996354b10460a4d2bcc3969a7ed667,5abd95786b44a9326f4e3a1712c30b0bafe6f7e22e1d3971d8e6ed820ad5a99a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_17/componentes_indice_carga_potencial.csv,99767,7a853ba2c301265c6c308dabe72a2eea,fb42904a67f7310900c72fff8248cdb4ceebbefa7a8cb650305dd74fd2681899,99767,7a853ba2c301265c6c308dabe72a2eea,fb42904a67f7310900c72fff8248cdb4ceebbefa7a8cb650305dd74fd2681899,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_17/componentes_indice_carga_potencial.rds,6296,b6e7dad6279590c3c492966fd4544708,59b9f35cf440b4bee6227d79e48e96e34f41422d4950b0f8fc1b2700aaa6a376,6296,b6e7dad6279590c3c492966fd4544708,59b9f35cf440b4bee6227d79e48e96e34f41422d4950b0f8fc1b2700aaa6a376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_17/indice_carga_potencial_escola.csv,16326,8cfb06412611985459ffa7a8c2963828,482b4145380717614429cba02048ee26cffc31abf1e71a856f5e566b3fc6b423,16326,8cfb06412611985459ffa7a8c2963828,482b4145380717614429cba02048ee26cffc31abf1e71a856f5e566b3fc6b423,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_17/indice_carga_potencial_escola.rds,3404,7c91709044f94ccfc3b09183f6082a51,e313410e79f08456e0b270bb51ec24766e47c439622c4eb454abf8cbc8cdfc80,3404,7c91709044f94ccfc3b09183f6082a51,e313410e79f08456e0b270bb51ec24766e47c439622c4eb454abf8cbc8cdfc80,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/analise_carteiras_assessoras.csv,6717,09a39c8ff8e99a2e08fa8dcaf1934c8d,92257c76baa7e4701faee0a292b92f2ff5e1371ae4c10300b140b98270926523,6717,09a39c8ff8e99a2e08fa8dcaf1934c8d,92257c76baa7e4701faee0a292b92f2ff5e1371ae4c10300b140b98270926523,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/analise_carteiras_assessoras.rds,2051,fd5e0f3a600d7effe9fb49b8f94ae43a,f5ca704c8144f37ecdff4f48a5e73f9e6464d93843637ac547cbe212bdbb1c13,2051,fd5e0f3a600d7effe9fb49b8f94ae43a,f5ca704c8144f37ecdff4f48a5e73f9e6464d93843637ac547cbe212bdbb1c13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/carteira_escola_detalhe.csv,24570,b67c3e52c04086242866809eed56089c,8b4298c878025d035470fdca26a99c6a842c984b0639a3a25e8e34c433f81ac1,24570,b67c3e52c04086242866809eed56089c,8b4298c878025d035470fdca26a99c6a842c984b0639a3a25e8e34c433f81ac1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/carteira_escola_detalhe.rds,4071,2ff7621b617715722b652d956d5e2b11,125f0e984c1085db1b29aced620242479e5235b92c2629161f8e7e959cbce11e,4071,2ff7621b617715722b652d956d5e2b11,125f0e984c1085db1b29aced620242479e5235b92c2629161f8e7e959cbce11e,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/composicao_operacional_carteiras.csv,19967,1381da73d8e195fd691e41ee8d873274,1065ca53c343fa83d38b04709b19138414ae5e43f81745d6b21910873fb54964,19967,1381da73d8e195fd691e41ee8d873274,1065ca53c343fa83d38b04709b19138414ae5e43f81745d6b21910873fb54964,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/composicao_operacional_carteiras.rds,1318,82d8ea30fb598c6a9380d500219fa79c,e4e3d2f10e98d889268d9557a017dffd7788fd8cf895336430894c3e9186b06c,1318,82d8ea30fb598c6a9380d500219fa79c,e4e3d2f10e98d889268d9557a017dffd7788fd8cf895336430894c3e9186b06c,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/diagnostico_educacional_carteiras.csv,6653,8526e7bb50d2a85ac34e60197ec94595,96672c9fd0854c122f392e11632f99c9368dc6589b9817ad9d140595e976d6e5,6653,8526e7bb50d2a85ac34e60197ec94595,96672c9fd0854c122f392e11632f99c9368dc6589b9817ad9d140595e976d6e5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/diagnostico_educacional_carteiras.rds,1699,4f471bbb40ec0020ddea61a6cfec230b,4c93c1bc990b2cb0ca1e46ac953119feb00c70157bb515c0f834a250061b954d,1699,4f471bbb40ec0020ddea61a6cfec230b,4c93c1bc990b2cb0ca1e46ac953119feb00c70157bb515c0f834a250061b954d,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/universo_institucional_carteiras.csv,9009,e2e9d076ae09d8f605c994a97afb722c,075da006398f67137e0f817db3403e03b63408134837c33a05d79ce4525961fd,9009,e2e9d076ae09d8f605c994a97afb722c,075da006398f67137e0f817db3403e03b63408134837c33a05d79ce4525961fd,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_18/universo_institucional_carteiras.rds,2051,36cb738f4233fdab02e38ca0344f0db4,9ef0acd884bfb8ab6afe972102203acb5022bb4701d631acdad208a6f54aa11c,2051,36cb738f4233fdab02e38ca0344f0db4,9ef0acd884bfb8ab6afe972102203acb5022bb4701d631acdad208a6f54aa11c,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_20/indice_fichas_carteiras.csv,5778,013d69c7dc6754239e7085664168c3c1,b1b7876ea67ea65f7b95df00b9d3a7446cb52d13d48325e4078376963e691d7a,5778,013d69c7dc6754239e7085664168c3c1,b1b7876ea67ea65f7b95df00b9d3a7446cb52d13d48325e4078376963e691d7a,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
07_bases_analiticas/modulo_20/indice_fichas_carteiras.rds,775,503664ba7a60a26df40e5c3ee15da87e,7710454125deabd6b18604797ee3551875312f7cc2eddd55582ff3f2250e1d36,775,503664ba7a60a26df40e5c3ee15da87e,7710454125deabd6b18604797ee3551875312f7cc2eddd55582ff3f2250e1d36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/00_contrato_execucao.csv,290,815bb453a901b2f4fe62148cceaa924c,917eaad122ab09c869c34160e58d47d1f19ecda343e7351f35412d2d62cdce69,290,815bb453a901b2f4fe62148cceaa924c,917eaad122ab09c869c34160e58d47d1f19ecda343e7351f35412d2d62cdce69,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/01_existencia_entradas.csv,7778,c7c3158de6d6c5518222866cd5e45589,3267f5e3d1b09139494dd8e09c7e27f6183a98eed0d43d58637997e9207bd2bb,7778,c7c3158de6d6c5518222866cd5e45589,3267f5e3d1b09139494dd8e09c7e27f6183a98eed0d43d58637997e9207bd2bb,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/02_manifesto_entradas.csv,7566,97965decc472df654debccd21ee30594,af505388838c06bcd25e603bb79f1afd297625d6fc3f769012f21c7289b9ab37,7566,97965decc472df654debccd21ee30594,af505388838c06bcd25e603bb79f1afd297625d6fc3f769012f21c7289b9ab37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/03_validacao_manifestos_homologados.csv,9066,33492b221e3bd44de381688ddaa2bbf0,0cd755dffdf8a5c5e8ba75fa8fe12785e34b00447512cdacf4ef700f20251917,9066,33492b221e3bd44de381688ddaa2bbf0,0cd755dffdf8a5c5e8ba75fa8fe12785e34b00447512cdacf4ef700f20251917,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/04_validacao_hashes_produtos.csv,2978,b80907ab7df3c660e2539d0f15e018f8,7779f4e5fff76a64ac52af0797eef269d73a22c051970954cb488c7f7a7cf9a0,2978,b80907ab7df3c660e2539d0f15e018f8,7779f4e5fff76a64ac52af0797eef269d73a22c051970954cb488c7f7a7cf9a0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/05_validacao_universos_integrada.csv,299,83bf8ef7103505d7275af12c7cab7688,2773224288986ab978f0721a915f63d9ce523f6254fa13dd304783a6029b79d4,299,83bf8ef7103505d7275af12c7cab7688,2773224288986ab978f0721a915f63d9ce523f6254fa13dd304783a6029b79d4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/06_validacao_chaves_duplicidades.csv,532,b829155a1a88d6a6041e0e65fcaa9247,5d9ce23c845fb548fb95c3e2809f5251290b9d8c2637e3a3ff8e1a435e7d1c11,532,b829155a1a88d6a6041e0e65fcaa9247,5d9ce23c845fb548fb95c3e2809f5251290b9d8c2637e3a3ff8e1a435e7d1c11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/07_validacao_coerencia_cruzada.csv,615,fb46f1e0d5fcb38ce217311c047b08c0,91db3af0ab20a7be10d5b119514f3f7c763fa5eefbff2dd62b06c9904906e5af,615,fb46f1e0d5fcb38ce217311c047b08c0,91db3af0ab20a7be10d5b119514f3f7c763fa5eefbff2dd62b06c9904906e5af,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/08_validacao_produtos_modulo_21.csv,610,bc949caf02a6747dee734d3f68b5b47b,8c78cdfdaf00a8c22ed95cec5574cc87f6c544743d2b9e41dd24c5d8ca07d9a0,610,bc949caf02a6747dee734d3f68b5b47b,8c78cdfdaf00a8c22ed95cec5574cc87f6c544743d2b9e41dd24c5d8ca07d9a0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/09_validacao_relatorio_modulo_22.csv,1197,5d2797537fa8cb99716673c170bcb31c,f51f8a930cd30a9389974076c845563cd121fa57c5deab62a9819640fc4c97ee,1197,5d2797537fa8cb99716673c170bcb31c,f51f8a930cd30a9389974076c845563cd121fa57c5deab62a9819640fc4c97ee,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/10_validacao_ambiente.csv,324,c7bf90da3076547c3855491c9dfca3d3,d403f55367abba88f28c86cb66148fea2160cde003d7d8ec4a144e0d4462a994,324,c7bf90da3076547c3855491c9dfca3d3,d403f55367abba88f28c86cb66148fea2160cde003d7d8ec4a144e0d4462a994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/11_resultado_testes.csv,22911,155b1a85362b78a81a2ce5a738856ecd,71e1097d759a6e95bde9fe3bf2a3413f69b0f3c870bd9ca8f1e3842a6fbdb993,22911,155b1a85362b78a81a2ce5a738856ecd,71e1097d759a6e95bde9fe3bf2a3413f69b0f3c870bd9ca8f1e3842a6fbdb993,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
08_metodologia_validacao/execucao_20260802_211916/12_manifesto_produtos_modulo_23.csv,3301,cf1503dfa68dfad452590c0009f22b7f,be02289afeac81f6705767a4ed514053a5870021a6364037a880cf192937e126,3301,cf1503dfa68dfad452590c0009f22b7f,be02289afeac81f6705767a4ed514053a5870021a6364037a880cf192937e126,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
