id_escola,codigo_inep,nome_canonico,assessora,ano_escolar,componente,previstos_2025,previstos_2026,avaliados_2025,avaliados_2026,taxa_participacao_2025,taxa_participacao_2026,delta_participacao,proficiencia_media_2025,proficiencia_media_2026,delta_proficiencia,pct_adequado_2025,pct_adequado_2026,delta_pct_adequado,categoria_proficiencia,categoria_participacao,perfil_diagnostico,prioridade_diagnostica,observacao_composicao
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,1,Língua Portuguesa,13,6,13,6,100,100,0,100,31,-69,100,0,-100,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_022,,EMEF JOSE LOUREIRO DA SILVA,jalize,1,Língua Portuguesa,79,70,42,51,53.16455696202531,72.85714285714286,19.692585895117546,87.45238095238095,26.84313725490196,-60.60924369747899,90.5,6.549019607843137,-83.95098039215686,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_053,,EMEM EMILIO MEYER,ruti,1,Língua Portuguesa,79,78,54,55,68.35443037974683,70.51282051282051,2.1583901330736808,79.62962962962963,21.581818181818186,-58.047811447811455,76.0925925925926,8.036363636363637,-68.05622895622896,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_040,,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,1,Língua Portuguesa,23,22,13,21,56.52173913043478,95.45454545454544,38.93280632411067,94,36,-58,92,11,-81,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_017,,EMEF GRANDE ORIENTE DO RGS,andreia,1,Língua Portuguesa,85,82,51,65,60,79.26829268292683,19.268292682926827,74.62745098039215,19.123076923076923,-55.50437405731523,66.62745098039215,5.676923076923077,-60.95052790346908,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_034,,EMEF PEPITA DE LEAO,nathalia,1,Língua Portuguesa,67,43,51,34,76.11940298507463,79.06976744186046,2.9503644567858345,88.11764705882354,35,-53.117647058823536,84,8,-76,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_005,,EMEF ARAMY SILVA,priscila,1,Língua Portuguesa,83,83,64,69,77.10843373493977,83.13253012048193,6.024096385542165,75.3125,25.55072463768116,-49.76177536231884,68.5625,11.405797101449275,-57.156702898550726,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_023,,EMEF JOSE MARIANO BECK,nathalia,1,Língua Portuguesa,65,71,44,55,67.6923076923077,77.46478873239437,9.772481040086674,66.88636363636364,17.21818181818182,-49.66818181818182,59.06818181818182,5.963636363636364,-53.10454545454546,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_050,,EMEF VER MARTIM ARANHA,priscila,1,Língua Portuguesa,55,71,38,57,69.0909090909091,80.28169014084507,11.190781049935978,58.05263157894737,10.192982456140353,-47.85964912280702,44.94736842105263,4.175438596491228,-40.77192982456141,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_051,,EMEF VILA MONTE CRISTO,graziela,1,Língua Portuguesa,79,84,56,68,70.88607594936708,80.95238095238095,10.066305003013866,82.58928571428571,36.86764705882353,-45.72163865546218,82.23214285714286,18.36764705882353,-63.86449579831933,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_035,,EMEF PORTO NOVO,marian,1,Língua Portuguesa,47,45,33,41,70.2127659574468,91.11111111111111,20.89834515366431,67.96969696969697,22.536585365853657,-45.433111603843315,54.21212121212121,12.048780487804878,-42.163340724316335,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_008,,EMEF CHICO MENDES,eliane,1,Língua Portuguesa,97,92,72,78,74.22680412371135,84.78260869565217,10.555804571940826,58.611111111111114,13.884615384615383,-44.72649572649573,41.56944444444444,5.82051282051282,-35.748931623931625,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_043,,EMEF RINCAO,jalize,1,Língua Portuguesa,45,47,34,39,75.55555555555556,82.97872340425532,7.423167848699762,87.47058823529412,44.12820512820513,-43.342383107088985,88.23529411764706,31.153846153846153,-57.081447963800905,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_031,,EMEF NEUSA GOULART BRIZOLA,julia,1,Língua Portuguesa,42,63,30,52,71.42857142857143,82.53968253968254,11.111111111111114,79.5,38.92307692307692,-40.57692307692308,73.5,23.903846153846153,-49.59615384615385,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_015,,EMEF GABRIEL OBINO,amanda,1,Língua Portuguesa,45,57,27,43,60,75.43859649122807,15.438596491228068,78.48148148148148,39.30232558139535,-39.17915590008613,70.44444444444444,16.41860465116279,-54.02583979328165,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_028,,EMEF MIGRANTES,nathalia,1,Língua Portuguesa,18,23,14,18,77.77777777777777,78.26086956521739,0.4830917874396192,74,35,-39,71,5.333333333333333,-65.66666666666667,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_003,,EMEF AFONSO GUERREIRO LIMA,graziela,1,Língua Portuguesa,87,94,64,77,73.5632183908046,81.91489361702128,8.351675226216685,52.9375,14.48051948051948,-38.45698051948052,40.828125,4.48051948051948,-36.34760551948052,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_041,,EMEF PROF JUDITH MACEDO DE ARAUJO,graziela,1,Língua Portuguesa,81,87,69,71,85.18518518518519,81.60919540229885,-3.5759897828863387,49.492753623188406,11.112676056338028,-38.380077566850375,40.68115942028985,1.5774647887323945,-39.10369463155746,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,1,Língua Portuguesa,120,93,86,73,71.66666666666667,78.49462365591398,6.827956989247312,48.2906976744186,10.89041095890411,-37.4002867155145,27.75581395348837,0,-27.75581395348837,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_019,,EMEF JEAN PIAGET,clarissa,1,Língua Portuguesa,61,109,51,90,83.60655737704919,82.56880733944953,-1.0377500375996505,72.92156862745098,36.84444444444444,-36.07712418300654,74.49019607843137,17.866666666666667,-56.6235294117647,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_033,,EMEF NOSSA SENHORA DO CARMO,amanda,1,Língua Portuguesa,67,94,54,76,80.59701492537313,80.85106382978724,0.25404890441410544,49.629629629629626,14.921052631578949,-34.70857699805068,42.592592592592595,4.052631578947368,-38.539961013645225,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_020,,EMEF JOAO ANTONIO SATTE,eliane,1,Língua Portuguesa,61,114,45,92,73.77049180327869,80.70175438596492,6.93126258268623,72.71111111111111,40.28260869565217,-32.42850241545894,66.5111111111111,28.217391304347824,-38.29371980676328,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_007,,EMEF CHAPEU DO SOL,ruti,1,Língua Portuguesa,114,95,77,81,67.54385964912281,85.26315789473684,17.719298245614027,45.285714285714285,13.77777777777778,-31.507936507936503,32.467532467532465,7.802469135802469,-24.665063331729996,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_052,,EMEF WENCESLAU FONTOURA,eliane,1,Língua Portuguesa,93,90,70,80,75.26881720430107,88.88888888888889,13.620071684587812,61.15714285714286,31.35,-29.807142857142857,48.51428571428571,6.525,-41.989285714285714,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,1,Língua Portuguesa,46,49,36,38,78.26086956521739,77.55102040816327,-0.7098491570541228,59.916666666666664,31.210526315789473,-28.70614035087719,41.611111111111114,18.31578947368421,-23.295321637426905,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,1,Língua Portuguesa,47,45,38,37,80.85106382978724,82.22222222222223,1.3711583924349924,51.421052631578945,26.18918918918919,-25.231863442389756,36.63157894736842,11.945945945945946,-24.68563300142247,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_044,,EMEF SAINT HILAIRE,andreia,1,Língua Portuguesa,75,87,51,71,68,81.60919540229885,13.609195402298852,51.09803921568628,26.380281690140844,-24.717757525545434,35.431372549019606,6.126760563380282,-29.30461198563933,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_048,,EMEF VER ANTONIO GIUDICE,clarissa,1,Língua Portuguesa,87,89,65,76,74.71264367816092,85.3932584269663,10.680614748805382,60.44615384615385,37.276315789473685,-23.169838056680163,50.676923076923075,22.657894736842103,-28.01902834008097,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_021,,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,1,Língua Portuguesa,19,41,12,36,63.1578947368421,87.8048780487805,24.646983311938392,69,46,-23,58,17,-41,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_054,,ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ,julia,1,Língua Portuguesa,24,19,15,18,62.5,94.73684210526316,32.236842105263165,69,48,-21,60,25,-35,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_029,,EMEF MORADAS DA HIPICA,amanda,1,Língua Portuguesa,88,91,66,81,75,89.01098901098901,14.010989010989007,68.51515151515152,47.75308641975309,-20.762065095398427,57.57575757575758,28.69135802469136,-28.88439955106622,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_039,,EMEF PROF ANISIO TEIXEIRA,andreia,1,Língua Portuguesa,77,73,61,67,79.22077922077922,91.78082191780824,12.560042697029004,67.73770491803279,48.44776119402985,-19.28994372400294,55.75409836065574,27.16417910447761,-28.589919256178128,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,1,Língua Portuguesa,38,45,32,45,84.21052631578948,100,15.78947368421052,66.125,47.06666666666667,-19.05833333333333,50.375,23.133333333333333,-27.241666666666667,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_042,,EMEF PROF LARRY JOSE RIBEIRO ALVES,amanda,1,Língua Portuguesa,86,84,61,68,70.93023255813954,80.95238095238095,10.022148394241412,43.91803278688525,25.86764705882353,-18.05038572806172,27.688524590163933,14.338235294117649,-13.350289296046286,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_012,,EMEF DOLORES ALCARAZ CALDAS,jalize,1,Língua Portuguesa,142,142,94,106,66.19718309859155,74.64788732394366,8.450704225352112,40.17021276595744,24.28301886792453,-15.887193898032915,24.329787234042552,6.443396226415095,-17.88639100762746,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_016,,EMEF GOV ILDO MENEGHETTI,clarissa,1,Língua Portuguesa,109,114,79,87,72.4770642201835,76.3157894736842,3.838725253500712,49.10126582278481,34.632183908045974,-14.469081914738837,30.20253164556962,15.839080459770114,-14.363451185799509,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_027,,EMEF MARIO QUINTANA,ruti,1,Língua Portuguesa,45,46,32,41,71.11111111111111,89.1304347826087,18.019323671497588,16.5,3.7560975609756095,-12.74390243902439,12.5,0,-12.5,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_011,,EMEF DEP VICTOR ISSLER,clarissa,1,Língua Portuguesa,116,102,90,86,77.58620689655173,84.31372549019608,6.727518593644348,51.82222222222222,39.7906976744186,-12.03152454780362,36.48888888888889,21.302325581395348,-15.18656330749354,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_010,,EMEF DEP MARCIRIO GOULART LOUREIRO,marian,1,Língua Portuguesa,95,85,66,66,69.47368421052632,77.6470588235294,8.17337461300309,24,14.787878787878787,-9.212121212121213,4.7272727272727275,4.545454545454546,-0.18181818181818168,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_038,,EMEF PROF ANA IRIS DO AMARAL,eliane,1,Língua Portuguesa,48,40,33,36,68.75,90,21.25,62,55.44444444444444,-6.555555555555557,54.21212121212121,38.55555555555556,-15.656565656565654,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_024,,EMEF LAURO RODRIGUES,clarissa,1,Língua Portuguesa,63,88,51,79,80.95238095238095,89.77272727272727,8.820346320346317,63.35294117647059,57.30379746835443,-6.049143708116155,51.03921568627451,39,-12.03921568627451,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no número de estudantes previstos
ESC_032,,EMEF NOSSA SENHORA DE FATIMA,amanda,1,Língua Portuguesa,70,91,44,71,62.857142857142854,78.02197802197803,15.164835164835177,46.29545454545455,40.74647887323944,-5.548975672215107,31.886363636363637,21.95774647887324,-9.928617157490397,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_009,,EMEF DECIO MARTINS COSTA,nathalia,1,Língua Portuguesa,98,83,76,71,77.55102040816327,85.5421686746988,7.991148266535532,35.38157894736842,32.80281690140845,-2.5787620459599694,19.81578947368421,13.366197183098592,-6.449592290585617,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
ESC_026,,EMEF LIDOVINO FANTON,julia,1,Língua Portuguesa,97,92,77,64,79.38144329896907,69.56521739130434,-9.81622590766473,39.64935064935065,48.9375,9.288149350649348,22.16883116883117,26.875,4.7061688311688314,Aumento de proficiência,Redução de participação,Avanço com perda de participação,Intermediária,Sem alerta principal de composição
ESC_040,,EMEF PROF GILBERTO JORGE GONCALVES DA SILVA,ruti,2,Língua Portuguesa,21,21,14,21,66.66666666666667,100,33.33333333333333,92,41,-51,86,21,-65,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_033,,EMEF NOSSA SENHORA DO CARMO,amanda,2,Língua Portuguesa,69,66,61,60,88.40579710144928,90.9090909090909,2.503293807641626,79.14754098360656,33.6,-45.54754098360656,67.1311475409836,20.283333333333335,-46.84781420765027,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_021,,EMEF JOAO CARLOS DAVILA PAIXAO CORTES - LACADOR,julia,2,Língua Portuguesa,25,20,22,18,88,90,2,95,67,-28,91,63,-28,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_002,,EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA,clarissa,2,Língua Portuguesa,88,81,69,74,78.4090909090909,91.35802469135804,12.94893378226712,65.71014492753623,38.08108108108108,-27.629063846455153,47.98550724637681,16.243243243243242,-31.74226400313357,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_045,,EMEF SAO PEDRO,marian,2,Língua Portuguesa,102,86,79,76,77.45098039215686,88.37209302325581,10.92111263109895,70.9113924050633,43.6578947368421,-27.253497668221193,55.89873417721519,24.26315789473684,-31.635576282478347,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_015,,EMEF GABRIEL OBINO,amanda,2,Língua Portuguesa,56,44,48,39,85.71428571428571,88.63636363636364,2.922077922077932,76.875,50.282051282051285,-26.592948717948715,64.375,35.56410256410256,-28.81089743589744,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_049,,EMEF VER CARLOS PESSOA DE BRUM,priscila,2,Língua Portuguesa,107,119,76,90,71.02803738317758,75.63025210084034,4.602214717662761,66.21052631578948,41.28888888888889,-24.92163742690059,51.1578947368421,24.72222222222222,-26.43567251461988,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_036,,EMEF PRES JOAO BELCHIOR MARQUES GOULART,marian,2,Língua Portuguesa,65,58,42,53,64.61538461538461,91.3793103448276,26.763925729442978,75.28571428571429,51.301886792452834,-23.983827493261455,57.095238095238095,38.33962264150944,-18.75561545372866,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_025,,EMEF LEOCADIA FELIZARDO PRESTES,graziela,2,Língua Portuguesa,53,49,36,41,67.9245283018868,83.6734693877551,15.74894108586831,67.69444444444444,44.26829268292683,-23.426151761517616,63.72222222222222,28.048780487804876,-35.673441734417345,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_003,,EMEF AFONSO GUERREIRO LIMA,graziela,2,Língua Portuguesa,97,81,74,73,76.28865979381443,90.12345679012346,13.834796996309024,70.14864864864865,47.83561643835616,-22.313032210292484,55.472972972972975,33.082191780821915,-22.39078119215106,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_016,,EMEF GOV ILDO MENEGHETTI,clarissa,2,Língua Portuguesa,113,114,93,90,82.30088495575221,78.94736842105263,-3.3535165346995797,53.483870967741936,33.15555555555556,-20.328315412186377,36.59139784946237,10.677777777777775,-25.91362007168459,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_018,,EMEF HEITOR VILLA LOBOS,jalize,2,Língua Portuguesa,96,76,73,69,76.04166666666667,90.78947368421052,14.747807017543847,58.47945205479452,41.2463768115942,-17.233075243200318,49.42465753424658,17.579710144927535,-31.84494738931904,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_001,,EEF PEQUENA CASA DA CRIANCA,outras,2,Língua Portuguesa,56,46,37,41,66.07142857142857,89.1304347826087,23.059006211180133,57.37837837837838,41.90243902439025,-15.475939353988132,29.89189189189189,10.365853658536585,-19.526038233355308,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_005,,EMEF ARAMY SILVA,priscila,2,Língua Portuguesa,82,78,59,69,71.95121951219512,88.46153846153847,16.510318949343343,63.016949152542374,49.53623188405797,-13.480717268484405,49.25423728813559,31.82608695652174,-17.428150331613853,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_020,,EMEF JOAO ANTONIO SATTE,eliane,2,Língua Portuguesa,57,61,35,50,61.40350877192982,81.9672131147541,20.56370434282428,64.14285714285714,51.2,-12.942857142857136,48.57142857142857,24.88,-23.69142857142857,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_051,,EMEF VILA MONTE CRISTO,graziela,2,Língua Portuguesa,87,83,68,77,78.16091954022988,92.7710843373494,14.61016479711951,56.48529411764706,46.76623376623377,-9.71906035141329,39.60294117647059,26.532467532467532,-13.070473644003055,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_008,,EMEF CHICO MENDES,eliane,2,Língua Portuguesa,90,92,62,75,68.88888888888889,81.52173913043478,12.632850241545896,62.61290322580645,53.61333333333334,-8.999569892473112,49.96774193548387,35.38666666666666,-14.581075268817209,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_030,,EMEF MORRO DA CRUZ,andreia,2,Língua Portuguesa,94,74,77,60,81.91489361702128,81.08108108108108,-0.8338125359401971,44.75324675324675,35.85,-8.903246753246755,16.883116883116884,22.5,5.616883116883116,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Mudança relevante no número de estudantes previstos
ESC_043,,EMEF RINCAO,jalize,2,Língua Portuguesa,48,48,44,44,91.66666666666669,91.66666666666669,0,80.27272727272727,72.63636363636364,-7.636363636363626,72.9090909090909,65.18181818181819,-7.72727272727272,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_037,,EMEF PRESIDENTE VARGAS,eliane,2,Língua Portuguesa,46,47,32,40,69.56521739130434,85.1063829787234,15.54116558741906,57.375,50.05,-7.325000000000003,43.4375,28.35,-15.0875,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_035,,EMEF PORTO NOVO,marian,2,Língua Portuguesa,46,43,38,41,82.6086956521739,95.34883720930232,12.740141557128425,73.26315789473684,67.97560975609755,-5.287548138639281,57.94736842105263,50,-7.94736842105263,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Aumento de participação igual ou superior a 10 p.p.
ESC_028,,EMEF MIGRANTES,nathalia,2,Língua Portuguesa,21,18,19,16,90.47619047619048,88.88888888888889,-1.587301587301596,62,57,-5,42,40,-2,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Baixo número de avaliados em pelo menos um ano
ESC_006,,EMEF CAMPOS DO CRISTAL,andreia,2,Língua Portuguesa,50,33,43,32,86,96.96969696969695,10.969696969696969,59.58139534883721,56.375,-3.206395348837212,51.04651162790697,39.1875,-11.859011627906971,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_055,,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,outras,2,Língua Portuguesa,5,14,3,14,60,100,40,68,65,-3,67,50,-17,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Mudança relevante no público previsto e aumento de participação
ESC_011,,EMEF DEP VICTOR ISSLER,clarissa,2,Língua Portuguesa,133,119,116,108,87.21804511278195,90.7563025210084,3.538257408226457,58.37068965517241,56.22222222222222,-2.1484674329501914,46.51724137931034,43.42592592592592,-3.091315453384418,Redução de proficiência,Participação relativamente estável,Redução com participação estável,Intermediária,Sem alerta principal de composição
ESC_025,,EMEF LEOCADIA FELIZARDO PRESTES,graziela,3,Língua Portuguesa,66,63,51,54,77.27272727272727,85.71428571428571,8.441558441558442,60.86274509803921,29.703703703703702,-31.15904139433551,36.98039215686274,19.72222222222222,-17.25816993464052,Redução de proficiência,Aumento de participação,Redução com ampliação da participação,Intermediária,Sem alerta principal de composição
