fonte,ordem_coluna,variavel,classe_r,tipo_r,numero_linhas,valores_ausentes,valores_distintos
dim_escola_final,124,quantidade_computador_aluno,logical,logical,56,56,0
dim_escola_final,125,quantidade_computador_portatil_aluno,numeric,double,56,0,45
dim_escola_final,126,quantidade_tablet_aluno,numeric,double,56,0,9
dim_escola_final,127,quantidade_profissional_bibliotecario,numeric,double,56,0,5
dim_escola_final,128,quantidade_profissional_coordenador,numeric,double,56,0,6
dim_escola_final,129,quantidade_profissional_psicologo,numeric,double,56,0,3
dim_escola_final,130,quantidade_profissional_assistente_social,numeric,double,56,0,5
dim_escola_final,131,quantidade_profissional_monitor,numeric,double,56,0,3
dim_escola_final,132,quantidade_profissional_pedagogia,numeric,double,56,0,12
dim_escola_final,133,oferta_educacao_infantil,logical,logical,56,0,2
dim_escola_final,134,oferta_anos_iniciais,logical,logical,56,0,1
dim_escola_final,135,oferta_anos_finais,logical,logical,56,0,2
dim_escola_final,136,oferta_eja,logical,logical,56,0,2
dim_escola_final,137,oferta_educacao_especial,logical,logical,56,0,2
dim_escola_final,138,numero_etapas_amplas_ofertadas,numeric,double,56,0,4
dim_escola_final,139,numero_itens_infraestrutura_disponiveis,numeric,double,56,0,1
dim_escola_final,140,numero_itens_infraestrutura_presentes,numeric,double,56,0,5
dim_escola_final,141,possui_espaco_leitura,logical,logical,56,0,2
dim_escola_final,142,possui_recurso_acessibilidade,logical,logical,56,0,2
dim_escola_final,143,codigo_situacao_funcionamento,numeric,double,56,0,1
dim_escola_final,144,codigo_rede_2024,numeric,double,56,0,3
dim_escola_final,145,alerta_sem_linha_2024,logical,logical,56,0,1
dim_escola_final,146,alerta_sem_matriculas_anos_iniciais,logical,logical,56,0,1
dim_escola_final,147,alerta_sem_turmas_anos_iniciais,logical,logical,56,0,1
dim_escola_final,148,alerta_sem_docentes_anos_iniciais,logical,logical,56,0,1
dim_escola_final,149,alerta_matriculas_sem_turmas,logical,logical,56,0,2
dim_escola_final,150,alerta_matriculas_sem_docentes,logical,logical,56,0,2
dim_escola_final,151,alerta_nao_ativa_2024,logical,logical,56,0,1
dim_escola_final,152,caso_historico_administrativo,character,character,56,0,5
dim_escola_final,153,requer_revisao_tecnica,logical,logical,56,0,2
dim_escola_final,154,motivo_revisao_tecnica,character,character,56,55,1
dim_escola_final,155,escola_ativa_2024,logical,logical,56,0,1
dim_escola_final,156,vinculo_privado_explicito,logical,logical,56,0,2
dim_escola_final,157,grupo_administrativo_2024,character,character,56,0,5
dim_escola_final,158,divergencia_censo_cadastro,logical,logical,56,0,2
dim_escola_final,159,tipo_divergencia_administrativa,character,character,56,53,3
dim_escola_final,160,incluir_universo_municipal_direto_2024,logical,logical,56,0,2
dim_escola_final,161,incluir_universo_municipal_ampliado_2024,logical,logical,56,0,2
dim_escola_final,162,incluir_contexto_descritivo_2024,logical,logical,56,0,2
dim_escola_final,163,motivo_nao_inclusao_universo_estrito,character,character,56,50,3
dim_escola_final,164,decisao_manual,character,character,56,0,3
dim_escola_final,165,tipo_vinculo_rede_corrigido,character,character,56,53,3
dim_escola_final,166,status_rede_2025_corrigido,character,character,56,53,2
dim_escola_final,167,observacao_manual,character,character,56,53,3
dim_escola_final,168,tipo_vinculo_rede_final,character,character,56,0,5
dim_escola_final,169,status_rede_2025_final,character,character,56,0,3
dim_escola_final,170,observacao_administrativa_final,character,character,56,0,7
dim_escola_final,171,privada_vinculada_final,logical,logical,56,0,2
dim_escola_final,172,municipalizada_apos_2024,logical,logical,56,0,2
dim_escola_final,173,incluir_rede_municipal_operacional_2025,logical,logical,56,0,2
dim_escola_final,174,utilizar_indicadores_matriculas,logical,logical,56,0,1
dim_escola_final,175,utilizar_indicadores_turmas_docentes,logical,logical,56,0,2
dim_escola_final,176,utilizar_indicadores_infraestrutura,logical,logical,56,0,1
dim_escola_final,177,quartil_infraestrutura_escola,character,character,56,2,3
dim_escola_final,178,faixa_porte_contextual_escola,character,character,56,2,4
dim_escola_final,179,codigo_inep_valido,logical,logical,56,0,1
dim_escola_final,180,assessora_gerencial,character,character,56,0,13
dim_escola_final,181,contexto_2024_encontrado,logical,logical,56,0,1
dim_escola_final,182,estratos_corrigidos_disponiveis,logical,logical,56,0,2
base_final_escola_serie,1,id_escola,character,character,280,0,56
base_final_escola_serie,2,codigo_inep,character,character,280,0,56
base_final_escola_serie,3,codigo_inep_valido,logical,logical,280,0,1
base_final_escola_serie,4,nome_canonico,character,character,280,0,56
base_final_escola_serie,5,nome_vinculo_original,character,character,280,5,55
base_final_escola_serie,6,chave_nome,character,character,280,0,56
base_final_escola_serie,7,assessora,character,character,280,5,12
base_final_escola_serie,8,assessora_gerencial,character,character,280,0,13
base_final_escola_serie,9,ano_escolar,integer,integer,280,0,5
base_final_escola_serie,10,componente,character,character,280,0,1
base_final_escola_serie,11,painel_balanceado,logical,logical,280,0,2
base_final_escola_serie,12,painel_resultado_balanceado,logical,logical,280,0,2
base_final_escola_serie,13,contexto_2024_encontrado,logical,logical,280,0,1
base_final_escola_serie,14,amostra_principal_descritiva,logical,logical,280,0,2
base_final_escola_serie,15,amostra_municipal_direta_2024,logical,logical,280,0,2
base_final_escola_serie,16,amostra_municipal_ampliada_2024,logical,logical,280,0,2
base_final_escola_serie,17,amostra_rede_operacional_2025,logical,logical,280,0,2
base_final_escola_serie,18,incluir_universo_municipal_direto_2024,logical,logical,280,0,2
base_final_escola_serie,19,incluir_universo_municipal_ampliado_2024,logical,logical,280,0,2
base_final_escola_serie,20,incluir_rede_municipal_operacional_2025,logical,logical,280,0,2
base_final_escola_serie,21,grupo_administrativo_2024_final,character,character,280,0,5
base_final_escola_serie,22,tipo_vinculo_rede_final,character,character,280,0,5
base_final_escola_serie,23,status_rede_2025_final,character,character,280,0,3
base_final_escola_serie,24,dependencia_administrativa_2024,character,character,280,0,3
base_final_escola_serie,25,situacao_funcionamento_2024,character,character,280,0,1
base_final_escola_serie,26,municipalizada_apos_2024,logical,logical,280,0,2
base_final_escola_serie,27,privada_vinculada_final,logical,logical,280,0,2
base_final_escola_serie,28,matriculas_anos_iniciais,numeric,double,280,0,51
base_final_escola_serie,29,turmas_anos_iniciais,numeric,double,280,0,20
base_final_escola_serie,30,docentes_anos_iniciais,numeric,double,280,0,26
base_final_escola_serie,31,alunos_por_turma_anos_iniciais,numeric,double,280,5,50
base_final_escola_serie,32,alunos_por_docente_anos_iniciais,numeric,double,280,5,55
base_final_escola_serie,33,pct_matriculas_anos_iniciais_integral,numeric,double,280,0,38
base_final_escola_serie,34,pct_matriculas_educacao_especial,numeric,double,280,0,56
base_final_escola_serie,35,pct_matriculas_transporte_publico,numeric,double,280,0,42
base_final_escola_serie,36,pct_matriculas_preta_parda_indigena,numeric,double,280,0,56
base_final_escola_serie,37,numero_etapas_amplas_ofertadas,numeric,double,280,0,4
base_final_escola_serie,38,indice_infraestrutura_basica,numeric,double,280,0,5
base_final_escola_serie,39,quartil_infraestrutura_escola,character,character,280,10,3
base_final_escola_serie,40,faixa_porte_contextual_escola,character,character,280,10,4
base_final_escola_serie,41,estratos_corrigidos_disponiveis,logical,logical,280,0,2
base_final_escola_serie,42,previstos_2025,numeric,double,280,11,110
base_final_escola_serie,43,avaliados_2025,numeric,double,280,11,95
base_final_escola_serie,44,taxa_participacao_2025,numeric,double,280,11,217
base_final_escola_serie,45,proficiencia_media_2025,numeric,double,280,11,261
base_final_escola_serie,46,pct_defasagem_2025,numeric,double,280,11,250
base_final_escola_serie,47,pct_intermediario_2025,numeric,double,280,11,258
base_final_escola_serie,48,pct_adequado_2025,numeric,double,280,11,259
base_final_escola_serie,49,previstos_2026,numeric,double,280,4,105
base_final_escola_serie,50,avaliados_2026,numeric,double,280,4,103
base_final_escola_serie,51,taxa_participacao_2026,numeric,double,280,4,220
base_final_escola_serie,52,proficiencia_media_2026,numeric,double,280,4,269
base_final_escola_serie,53,pct_defasagem_2026,numeric,double,280,4,261
base_final_escola_serie,54,pct_intermediario_2026,numeric,double,280,4,263
base_final_escola_serie,55,pct_adequado_2026,numeric,double,280,4,263
base_final_escola_serie,56,peso_medio_avaliados,numeric,double,280,15,142
base_final_escola_serie,57,delta_participacao,numeric,double,280,15,260
base_final_escola_serie,58,delta_proficiencia,numeric,double,280,15,263
base_final_escola_serie,59,delta_pct_defasagem,numeric,double,280,15,261
base_final_escola_serie,60,delta_pct_intermediario,numeric,double,280,15,263
base_final_escola_serie,61,delta_pct_adequado,numeric,double,280,15,264
base_final_escola_serie,62,variacao_relativa_previstos,numeric,double,280,15,221
base_final_escola_serie,63,variacao_relativa_avaliados,numeric,double,280,15,234
base_final_escola_serie,64,observacao_composicao,character,character,280,0,8
base_final_escola_serie,65,numero_turmas_2025,numeric,double,280,11,6
base_final_escola_serie,66,numero_turmas_2026,numeric,double,280,4,7
base_final_escola_serie,67,presente_2025,logical,logical,280,0,2
base_final_escola_serie,68,presente_2026,logical,logical,280,0,2
base_final_escola_serie,69,resultado_disponivel_2025,logical,logical,280,0,2
base_final_escola_serie,70,resultado_disponivel_2026,logical,logical,280,0,2
base_final_escola_serie,71,delta_numero_turmas,numeric,double,280,15,5
base_final_escola_serie,72,delta_previstos,numeric,double,280,15,66
base_final_escola_serie,73,delta_avaliados,numeric,double,280,15,62
base_final_escola_serie,74,participacao_minima_70_ambos,logical,logical,280,15,2
base_final_escola_serie,75,participacao_minima_80_ambos,logical,logical,280,15,2
base_final_escola_serie,76,participacao_minima_90_ambos,logical,logical,280,15,2
base_final_escola_serie,77,aumento_participacao_10pp,logical,logical,280,15,2
base_final_escola_serie,78,queda_participacao_10pp,logical,logical,280,15,2
base_final_escola_serie,79,mudanca_previstos_20pct,logical,logical,280,15,2
base_final_escola_serie,80,turma_escola_pequena_2025,logical,logical,280,11,2
base_final_escola_serie,81,turma_escola_pequena_2026,logical,logical,280,4,2
base_final_escola_serie,82,nome_inep,character,character,280,0,56
base_final_escola_serie,83,metodo_correspondencia_inep,character,character,280,0,2
base_final_escola_serie,84,status_codigo_inep,character,character,280,0,1
base_final_escola_serie,85,observacao_codigo_inep,character,character,280,255,4
base_final_escola_serie,86,tipo_vinculo_rede,character,character,280,0,5
base_final_escola_serie,87,exposicao_2025_1av,integer,integer,280,0,1
base_final_escola_serie,88,programa_iniciado_apos_2025_1av,logical,logical,280,0,1
base_final_escola_serie,89,dose_assessoramento_observada,logical,logical,280,0,1
base_final_escola_serie,90,possivel_municipalizacao_recente,logical,logical,280,0,2
base_final_escola_serie,91,escola_nova_recente,character,character,280,0,2
base_final_escola_serie,92,status_rede_2025,character,character,280,0,3
base_final_escola_serie,93,observacao_historico,character,character,280,0,7
base_final_escola_serie,94,status_validacao,character,character,280,0,1
base_final_escola_serie,95,ano_contexto,numeric,double,280,0,1
base_final_escola_serie,96,fonte_contexto,character,character,280,0,1
base_final_escola_serie,97,contexto_pre_programa,logical,logical,280,0,1
base_final_escola_serie,98,rede,numeric,double,280,0,3
base_final_escola_serie,99,tipo_categoria_escola_privada,numeric,double,280,265,1
base_final_escola_serie,100,tipo_localizacao,numeric,double,280,0,1
base_final_escola_serie,101,tipo_localizacao_diferenciada,numeric,double,280,0,1
base_final_escola_serie,102,tipo_situacao_funcionamento,numeric,double,280,0,1
base_final_escola_serie,103,poder_publico_parceria,numeric,double,280,0,2
base_final_escola_serie,104,tipo_poder_publico_parceria,numeric,double,280,265,1
base_final_escola_serie,105,conveniada_poder_publico,logical,logical,280,280,0
base_final_escola_serie,106,tipo_convenio_poder_publico,logical,logical,280,280,0
base_final_escola_serie,107,porte_anos_iniciais,character,character,280,0,4
base_final_escola_serie,108,quartil_porte_anos_iniciais,numeric,double,280,0,4
base_final_escola_serie,109,ano,integer,integer,280,0,1
base_final_escola_serie,110,sigla_uf,character,character,280,0,1
base_final_escola_serie,111,id_municipio,numeric,double,280,0,1
base_final_escola_serie,112,vinculo_secretaria_educacao,numeric,double,280,15,1
base_final_escola_serie,113,etapa_ensino_infantil,numeric,double,280,0,2
base_final_escola_serie,114,etapa_ensino_fundamental,numeric,double,280,0,1
base_final_escola_serie,115,etapa_ensino_fundamental_anos_iniciais,numeric,double,280,0,1
base_final_escola_serie,116,etapa_ensino_fundamental_anos_finais,numeric,double,280,0,2
base_final_escola_serie,117,etapa_ensino_medio,numeric,double,280,0,2
base_final_escola_serie,118,etapa_ensino_eja,numeric,double,280,0,2
base_final_escola_serie,119,etapa_ensino_especial,numeric,double,280,0,2
base_final_escola_serie,120,quantidade_matricula_educacao_basica,numeric,double,280,0,55
base_final_escola_serie,121,quantidade_matricula_infantil,numeric,double,280,0,34
base_final_escola_serie,122,quantidade_matricula_fundamental,numeric,double,280,0,55
base_final_escola_serie,123,quantidade_matricula_fundamental_anos_iniciais,numeric,double,280,0,51
base_final_escola_serie,124,quantidade_matricula_fundamental_1_ano,numeric,double,280,0,41
base_final_escola_serie,125,quantidade_matricula_fundamental_2_ano,numeric,double,280,0,35
base_final_escola_serie,126,quantidade_matricula_fundamental_3_ano,numeric,double,280,0,43
base_final_escola_serie,127,quantidade_matricula_fundamental_4_ano,numeric,double,280,0,43
base_final_escola_serie,128,quantidade_matricula_fundamental_5_ano,numeric,double,280,0,44
base_final_escola_serie,129,quantidade_matricula_fundamental_anos_finais,numeric,double,280,0,50
base_final_escola_serie,130,quantidade_matricula_eja,numeric,double,280,0,26
base_final_escola_serie,131,quantidade_matricula_especial,numeric,double,280,0,45
base_final_escola_serie,132,quantidade_matricula_especial_comum,numeric,double,280,0,45
base_final_escola_serie,133,quantidade_matricula_especial_exclusiva,numeric,double,280,0,1
base_final_escola_serie,134,quantidade_matricula_feminino,numeric,double,280,0,51
base_final_escola_serie,135,quantidade_matricula_masculino,numeric,double,280,0,55
base_final_escola_serie,136,quantidade_matricula_branca,numeric,double,280,0,53
base_final_escola_serie,137,quantidade_matricula_preta,numeric,double,280,0,48
base_final_escola_serie,138,quantidade_matricula_parda,numeric,double,280,0,51
base_final_escola_serie,139,quantidade_matricula_amarela,numeric,double,280,0,5
base_final_escola_serie,140,quantidade_matricula_indigena,numeric,double,280,0,6
base_final_escola_serie,141,quantidade_matricula_nao_declarada,numeric,double,280,0,47
base_final_escola_serie,142,quantidade_matricula_fundamental_integral,numeric,double,280,0,36
base_final_escola_serie,143,quantidade_matricula_fundamental_anos_iniciais_integral,numeric,double,280,0,35
base_final_escola_serie,144,quantidade_matricula_fundamental_anos_finais_integral,numeric,double,280,0,34
base_final_escola_serie,145,quantidade_matricula_utiliza_transporte_publico,numeric,double,280,0,31
base_final_escola_serie,146,quantidade_docente_educacao_basica,numeric,double,280,0,39
base_final_escola_serie,147,quantidade_docente_fundamental,numeric,double,280,0,31
base_final_escola_serie,148,quantidade_docente_fundamental_anos_iniciais,numeric,double,280,0,26
base_final_escola_serie,149,quantidade_docente_fundamental_anos_finais,numeric,double,280,0,23
base_final_escola_serie,150,quantidade_docente_especial,numeric,double,280,0,37
base_final_escola_serie,151,quantidade_turma_educacao_basica,numeric,double,280,0,35
base_final_escola_serie,152,quantidade_turma_fundamental,numeric,double,280,0,29
base_final_escola_serie,153,quantidade_turma_fundamental_anos_iniciais,numeric,double,280,0,20
base_final_escola_serie,154,quantidade_turma_fundamental_anos_finais,numeric,double,280,0,16
base_final_escola_serie,155,quantidade_turma_fundamental_integral,numeric,double,280,0,8
base_final_escola_serie,156,quantidade_sala_existente,logical,logical,280,280,0
base_final_escola_serie,157,quantidade_sala_utilizada,numeric,double,280,0,24
base_final_escola_serie,158,quantidade_sala_utilizada_climatizada,numeric,double,280,0,9
base_final_escola_serie,159,quantidade_sala_utilizada_acessivel,numeric,double,280,0,14
base_final_escola_serie,160,agua_potavel,numeric,double,280,0,1
base_final_escola_serie,161,agua_rede_publica,numeric,double,280,0,1
base_final_escola_serie,162,energia_rede_publica,numeric,double,280,0,1
base_final_escola_serie,163,esgoto_rede_publica,numeric,double,280,0,2
base_final_escola_serie,164,biblioteca,numeric,double,280,0,2
base_final_escola_serie,165,biblioteca_sala_leitura,numeric,double,280,0,2
base_final_escola_serie,166,sala_leitura,numeric,double,280,0,2
base_final_escola_serie,167,laboratorio_ciencias,numeric,double,280,0,2
base_final_escola_serie,168,laboratorio_informatica,numeric,double,280,0,2
base_final_escola_serie,169,quadra_esportes,numeric,double,280,0,2
base_final_escola_serie,170,quadra_esportes_coberta,numeric,double,280,0,2
base_final_escola_serie,171,internet,numeric,double,280,0,1
base_final_escola_serie,172,internet_aprendizagem,numeric,double,280,0,2
base_final_escola_serie,173,internet_alunos,numeric,double,280,0,2
base_final_escola_serie,174,acessibilidade_rampas,numeric,double,280,0,2
base_final_escola_serie,175,acessibilidade_corrimao,numeric,double,280,0,2
base_final_escola_serie,176,acessibilidade_pisos_tateis,numeric,double,280,0,2
base_final_escola_serie,177,acessibilidade_elevador,numeric,double,280,0,2
base_final_escola_serie,178,acessibilidade_inexistente,numeric,double,280,0,2
base_final_escola_serie,179,banheiro,numeric,double,280,0,1
base_final_escola_serie,180,banheiro_pne,numeric,double,280,0,2
base_final_escola_serie,181,cozinha,numeric,double,280,0,1
base_final_escola_serie,182,refeitorio,numeric,double,280,0,2
base_final_escola_serie,183,alimentacao,numeric,double,280,0,2
base_final_escola_serie,184,sala_atendimento_especial,numeric,double,280,0,2
base_final_escola_serie,185,quantidade_computador,logical,logical,280,280,0
base_final_escola_serie,186,quantidade_computador_aluno,logical,logical,280,280,0
base_final_escola_serie,187,quantidade_computador_portatil_aluno,numeric,double,280,0,45
base_final_escola_serie,188,quantidade_tablet_aluno,numeric,double,280,0,9
base_final_escola_serie,189,quantidade_profissional_bibliotecario,numeric,double,280,0,5
base_final_escola_serie,190,quantidade_profissional_coordenador,numeric,double,280,0,6
base_final_escola_serie,191,quantidade_profissional_psicologo,numeric,double,280,0,3
base_final_escola_serie,192,quantidade_profissional_assistente_social,numeric,double,280,0,5
base_final_escola_serie,193,quantidade_profissional_monitor,numeric,double,280,0,3
base_final_escola_serie,194,quantidade_profissional_pedagogia,numeric,double,280,0,12
base_final_escola_serie,195,oferta_educacao_infantil,logical,logical,280,0,2
base_final_escola_serie,196,oferta_anos_iniciais,logical,logical,280,0,1
base_final_escola_serie,197,oferta_anos_finais,logical,logical,280,0,2
base_final_escola_serie,198,oferta_eja,logical,logical,280,0,2
base_final_escola_serie,199,oferta_educacao_especial,logical,logical,280,0,2
base_final_escola_serie,200,numero_itens_infraestrutura_disponiveis,numeric,double,280,0,1
base_final_escola_serie,201,numero_itens_infraestrutura_presentes,numeric,double,280,0,5
base_final_escola_serie,202,possui_espaco_leitura,logical,logical,280,0,2
base_final_escola_serie,203,possui_recurso_acessibilidade,logical,logical,280,0,2
base_final_escola_serie,204,codigo_situacao_funcionamento,numeric,double,280,0,1
base_final_escola_serie,205,codigo_rede_2024,numeric,double,280,0,3
base_final_escola_serie,206,alerta_sem_linha_2024,logical,logical,280,0,1
base_final_escola_serie,207,alerta_sem_matriculas_anos_iniciais,logical,logical,280,0,1
base_final_escola_serie,208,alerta_sem_turmas_anos_iniciais,logical,logical,280,0,1
base_final_escola_serie,209,alerta_sem_docentes_anos_iniciais,logical,logical,280,0,1
base_final_escola_serie,210,alerta_matriculas_sem_turmas,logical,logical,280,0,2
base_final_escola_serie,211,alerta_matriculas_sem_docentes,logical,logical,280,0,2
